id,label
23,.WISIHAdbAtbAnOnDhs.hndyWhzOnlIhliviniRzOld.SIUzthsE.?OnyvrfRendanrd.And?uRAntREcO.ifymtEkhnfr?U.prSIHAzhkyndHat.AndymSuRyfwndhtsw.
24,.sr.yHAviiNkhmAnthnfoRmuRAkshlhnsI.DI?hvhnhpAnthdghvrAhvDhkRwntanI.WicizkolbRin?Ul.
25,.AndWhzsfrthvevhths.izlhjklIpashl.
26,.nOmoRDenDhdAnsiN.
27,.SIdomOsfrgadhnethWhzHIRWhTinthchnsyd.
28,.itWhznatbReRiNmhcpAskhleDhnamWoRniNWhnDhpOnIkARIjfrmbRAndiN.tuRUopDhfoRDhlithlkaRthnbiTiphvRedmiNsfaRm.
29,.DIgeDhnranHizpaRtbIkhmiNdwfhlhvDhDhgwlhtI.hDimplYnDhzrImhliShthnfoRskAnzizWoz.WhzosOIgrcisik?uRDhHel.hfetrhltRps.
30,.HAdIsrl.ovhnthpDIhbrtUnitI.WenrAnspAkWhstrnd.hvlukiNAtDhplIziNRiflhkShnhvHrself.inDizpalhSsrvhshz.frDIOtEbhl.WhzHUzRrlItrndhplekhskRIn.inWhzmoRfraRthmhnt.Dhnfr?Uz.inSIkudsIrselvshmtymz.inDhgREt.Rwndp?UtrdiSiz.DeRrREnjdhmDhSelz.hbwvDhloNdIl.ditrtEphl.oRinhHabzhvDhgREtt.Wic.OWISOnlykjAspr.
31,.bytidiznatWizhv?UtidistiNkShnySudkhltshvEdDhstynd.ifHIkhnsyrhHApiNhs.
32,.tUka.k?Ut.
33,.isplYzWhnsbestfr.k.
34,.yWidhWhn.aRdIlenofhgzoltiN.hndDIhDhWhzleftineshlEShn.hndWhl.
35,.oRSudnwbIsedhbwtD?UoRjhnhvlITrzkanhmtriNghlIShnz.
36,.AnzSoRt.ibikhmz.IpRamhnTigrRbinlhnhvDhsytI.Andd.ifHIiznatkeRfhl.shmhnIWhlsEsel.
37,.nentIzkROlIcesnatRa.SOninDhsAnhndylhbspikblAkklEtslhk.blAkrbykanSRhns.
38,.DisbhzDhfrstikEZhn.WiDiDhjenrEShn.WenshchnAnrtEnbinkadbingivhnhtelmrst.HAndDIOllIWen.WiDinDhmemrIhvmAn.WeRDhnIbrzAnkhntRIpIphlHAdbenIhnvydiges.
39,.DenHIpROcht.AndstAnIanthptelhDiznekREndHIluktinthDhRUm.
40,.wcisthfrst.jiffrlASrIinmyfIN.AndmygREtmyndmOstInlIjinkfhdhp.mynyWilnOzWhtWiTivghft.izgRIn.AndtUHizpAlhtofpRhpedhkap.EfikbIpYzind.tisthlesifin.Detmynylhvjit.Andot.foRst.bIgin.
41,.mhTr.diRfaDr.dUUHIR.
42,.DEjUnagOWiDIenhmshvDhgasphlprdanhnI.DEgOrDhkRiShnsaR.
43,.khmEWIAdsEnrmiSnhvrsens.
44,.aRkaphthts.oRlykhvkaphthns.inDIAk?rhsIhDhmemrIemhc.mhst.infhnhmhthlkEsizbIbEst.hpanikeRktrhstikhvDIinhjbitself.sens.WikenyvDOkDhpAsthbaDhlI.AndkhmpeRitWiTDIkRezhnt.inhj.
45,.nOthbed.bY.
46,.DhndrWoRdineRIkhndiShnz.ReDhltWiSuRdhbIhlektid.bhtDikhmitIpRipOztHisekRhfyzhHiminoRdrtUlekaptinz.
47,.DhnDIvrbIkhmshvnhpShsthnInI.oldmaRkWytUeRi.t.
48,.DhsUndhbI.WIRlost.bynnatSeR.
49,.DhpROfWhzhnfRIlolslips.yHAdlefhmoltigeDr.
50,.ymhstnOlDw?U.
51,.WInAvAdshmenIhvDhminHibhvoR.
52,.yHAvDeRISIthovmInw.hndyTotb?UmytlhvmI.Az.yHAvbIganthWhkHU.
53,.WyUsuktivDhtDhvrsniNiNkRicUUmAt.HEnhtWhzDhspinOt.hplydDhkApthn.pAntiNHaR.AzHIOldhsthWhlhgutsmrmz.
54,.WhngRrsIvsWhTwthndistAndiNDht.IHidIhsRrmr.seniN.omOst.Wyk?UminAkksens.bhtmoRnilIRizOmbliN.iHw.Dhnhnrtik?hlitoRdDh
55,.ikiNHEpikREtishpIEnthopilrz.
56,.DIzpRhvrvhzhvDhRecnhshfkRystRizisthfalDrinAnDhshn.nAndDhWoRkshvDhmbOT.
57,.WitnatDhvaftIhst.AndhnhsizhvDhsitI.hnlIspIvizhbhl.
58,.hvDhshdhmSaRpstiNhvit.DhgREtbrdtrndisHedAndnOdist.frDhfrstymDhTiShmhnztAniNhmDhbANk.
59,.giWhlbIshchsethsbAkShn.
60,.WhzhlSIdidWiTDisimphlfoRmhvAprADrz.WrbeRIhspinSIn?hstitElzhndRifynmhnstUsIk?uRRyghleRhtIhvaprEShn.fRIthmfrminAk?rsI.AndinDImhdIfrmshctAmpriNAzWudpRhmitfAftivtrnt.oRdenHc
61,.SIHAtoRninkrdihnzdatrWhzOzhnhmynoRdI.hvWhninaRHwlshvylhndisenthnRhthkhlizhm.
62,.DhnwlesneRlIpeRiSizinDEAntaRktik.AndtnEmOsiNksintUegRONdhpReShn.
63,.mEnolwsprHrHanshnsIWiDhlotiNhsphtmEtwtrgzrvrsmyl.inhnWelhkRhndrRAvhthksythtWhztOmglEfrRef.
64,.DinhlrthphnE.WOlWetaHaShn.
65,.dUdshpOzHwRr.DhtmizizpWYsrWhzeldrlIoRSUiS.AndHrtiRhns.SIWhzhgudlukiNWhmrn.natmoRDhnItintrdI.hveRkhmplechn.AndsAndIHeR.WelSEphn.lytfutit.
66,.ystRonisrhnsDhtnOIvhlWhHAvhtUinmyhnkhlhnDcildRhn.prmenITiNyvdwn.
67,.WIAvolWIsfatDAtifWhzhmtymz.ikrEtizAkt.And.AzlIst.isiphn?UsfhldId.WoDIhvhshmvhfetik.AtenShnWic.dUtIAksepthdhnfhfOldmeRhts.
68,.HIAmpRestmIhzbIiNbhpRhfhklonhsmAn.
69,.indbhzDIzHynhfhkhlshbjeks.DhsrwniNEcrDhshfriN.istildEgnhfydhnbUthfhl.
70,.itisfRwbhl.DhtDhminlIShnhvHEtIisthDooRhvgad.thDhWel.WhzthfhntlIkhnsIvbyHim.AtdifinntymzhvHizlyf.
71,.civHizgindedDIztWentDIiRz.
72,.bhWrgOANjhstDhsEm.
73,.shpstAnShlIdizDhsjEkhvsaRvaRniSt.jiskRipShnhvDIzmAstrindtmistrs.
74,.yAmgOnjhDhkoRtbol.AndsrnAndrz.
75,.DeRnslenIOWhnkhnsidrhblI.OldrDhnyAn.
76,.DeRfoR.yfHyselfWytEmhl.AspRezithnhvDhsUphlhk.jrIsIv?UWiThkrdhsIdUthDhsrthnshvhfRENAly.
77,.WesthdbIstilintilyWoRnU.
78,.papimWEtrinizvhnIshs.
79,.DisizIetslhlIShnhvvDhSwOzDIcrfwbIbAtaRt.hbDItlytikOlSn.
80,.yninhTiNhvDhDakhnhfETbIkhzRrRhtosOfhsRImzethsrthntiN.AndDOvrtIenstudzprchbOstiN.
81,.mIWyl.kIAdkoldDhpanDIthmEkripoRthvDhTRIWaRshsth.nOniniNglhnAzDhHapthnshn.bOtDaktrjanHaphnshn.ynistrAvhshnbiNginthpendithnvenrzhpRAktiklhDhsEmty.
82,.aRifrdhvHiThmamhtr.itinhkEts.DhfIg?rizhblitrEti.
83,.iswf.SIHAdnatfadhvsIRIslIin?et.nOWiNhvitsthlykfhlHasphtAtIenmyldkWymit.SIWhznathbaRdzticalzthnoRdUWoRlhns.
84,.DhlaRSWhtrkhntAnsdId.hndtaRlIfIbhlnildRoNfig?rz.DAtizmiRlIcaDhsfiNWrkhvhnhfiRHAnd.itiznatrktrhsththpgafik.WrRenIhDhskUl.
85,.ikstiNWiStbRAnzWrlyNhRwndhspRIn.DIofhlzhvhdiRWrskAtrdhbwtDhplEs.AndDhtRIzboevhthnmaRcshvHAviNbinbRwsbyDhWoRsiz.
86,.DhzWhzhtDhmaRchlekShn.EcIvitDIfyf.
87,.bhtIvinIhnshkseshldRamhcestHezHiznOmhnts.
88,.bhdhchzhsefbRenj.tUoRRejIp.olRejiNWhtdig?UsE.
89,.AdanOlshksId.frshmtymzWenrtIciNrstliNwWrdRhDrbIRInrytiN.bhtytRydijhnymyselfAndyfoDrz.hpRrbIShn.AmplURrWrdidIfrDhpivEShn.
90,.dinatDeRfoR.DhkDhtDhgaTikskUlznIzIhn.
91,.ygefhmhlObRAndIhlefthmkhlApthnDhceRhbhlebIthbhlzkiRfhlhtsemlESnhvhRUm.
92,.AtmIWidDhtWoRctUhnfRwlySIRIshdishmbUhphlydzRedhnpRrshmshcprphsAzDAtWickabDhnthgeDrthnyk.
93,.nisrHIHizint.?IzgontURhsitrtisImistrWestDhfAktrrmAphWhl.
94,.nOhnWudistrvelithlHws.HIAvinitDenIWhnkEmsOfaRhthDhfikfoRstWolDEWrgon.
95,.AftbRhnDIWidHrDhthlfEsklOsthpalIzoln.
96,.sedSI.pYntiNDhDhplEtiNz.sI.
97,.AbDhlIvinDhtREndinhvbIphlthDhHAzkhpAnsitI.ItiNgliSmhnHIRHaRdhlIshkhndidHim.
98,.fUDUtetidghvrr.HlUldenthbI?Ubavz.AftrWrgevrnr.WhzEpRrnelsDh.WoRmhdHEtr.hndTRhpDhpIthvDhtRhbhls.HImenhfHizizsimbhTlIWiThpRrsIk?Urz.
99,.DAtEWEzWEvDItfRyNIRUT.And.olDeRRIWEShnz.
100,.DeRfoRHhmyjistIkEdnOitinchntUenIWhn.AndWOWhntEtinIhthnthntUHr.
101,.EgEvhpHizDiziShnhdjhtDhfAmlIhpinDAtcUmhbHwstsOnIkudnstedIizbuk.
102,.OlIzlIjhtWyRinIfiR.gikhzDhfiNidbinshchsteR.ikhntRin?hthfikshnI.
103,.WeRWIshbIjinytIchDrsisyhdI.
104,.AndDhnDIpIkImfekst.hndWrdisneStrhprsRmhs.
105,.bRyjrDhn.rlIdonsmistbRilhndyaRplUnkliRbAnshvkhlrtUiDhsky.AtsoRl.AndsWIp.AndmIdt.tUbREkAnfhmlykREmDhDilzhpanhhbhbzdwn.
106,.itWhzsylhdthngUmI.bIiNtenhntidh.sOlIbyDhkAptiv.AndlykAdbyDhdynimbrzhvhfyrWicAdbin?UzdfrDhprphshvkhkrI.
107,.HiztOntRANkleshvlIhNWrhnthnsIiRz.AndfoRfWiThgudfelhShpWhzHeRhldidbitWInDhm.
108,.plIstyWhnfiNbaRtlI.AtblIst.temIDI?UbhlIvyTotyWhzmEkiN?UHApI.
109,.DenonaRshthlUthWEnthDhfildAndTwnDhtDIaRmhvtiNkisAdoRIdIfoRm.AndWhzhbensiNsthlIt.WoRdi.
110,.HIRIctaphmaNlhbRecrz.AndbIgenthpikDhsWIt.insipid.frT.loN.yvREkhDrdbeRIT.tipWiTmEdtpInkhvlykWytklol.DhtbolthDhgRwndhnHIdid.olshmrTRU.
111,.HikudRykhnWhnsyl.bhtnat.inhlaDr.hnDhgRItlEngWicHAdnatizDIenIndfAShnby.EpYtrfloshfr.tidislypfizikhlfhnaDhnh.
112,.DistRAnzI.spREN.AndlyN.hp.aRb?Uhfhl.hglAnrbigyliNaRshnshz.
113,.slOthWOlddRINz.klikWiTits.ollist.WinDIEnjhlspIk.
114,.itizsechnnOblenbiShn.At.itizhfIdHAz?UZlIsAc.hSAlOvAndESh.
115,.?esHelynODAtHIsedshblI.
116,.belhcdhsthfycrkikchz.
117,.HAdidHrmhDy.AvrnetHrgO.
118,.inDizRicaRnthDhkAmp.Hizhk?UchmpRAktistindthlyks.WoRintentlIinjEjthndhvyziNmInztikhntrAkthWocphnhshnshspiShnamDhpaRthvHizenhmIz.DhtHImUWrinOdigRIinfiRItUHizO.
119,.by.brv.knydUDhsanmhnkhndiShn.DAthvstRythnositUkRIEt.inRIwdI.DhbUtIWicHIsIkhnhmAjhnEShn.
120,.mEkhkWEnzhtDisIaDh.setighDr.
121,.semsDhpiRIhthvaRtElDIAktivspiRithvDhkhmtRIHAsrwndididWhDhbelthvRichntRymiNshthlmhns.DOnanbiTDhHhmtrhvDhsAvhjhzhvhnOnIvinwthpenhtREtitsWyldRIsesiz.
122,.sOhmkhs.idbhtrtEkDhlId.yWhlphnanDhskitigenintResthkhniNfrWhnthspId.
123,.WIHAdhkhmAdrdWizkendfREkhN.
124,.aRmhmAstoRedIysIDhlytplE.hvhlAmhnhsEHiWhlsfyR.DIhttrtsElkAciznathpReThvWen.AndHANzykSIhvhled.
125,.HeldhWhcthmfrDhkWoRnr.tRhmbhliNinsteRslIWRIDiN.dakSAtOzgRoiNhbwtryz.it.
126,.thdiRsOhzthlUmzgatolthgeDrbIkhzgabikhmshntoRbhl.mIsIthmeZrntikapRiHAndizimfhninmAjhstI.
127,.bhtjlsHAdbapinlishnI.olOWhnzSIputhmkAndhlolItEphlimsEShthntEt.
128,.DeRIldUmhndivishnDezDes.DhlUmhnhns.AndDiSEtI.
129,.bIhvsedthvIonrhvshlhvIofhsrz.itRhstid.WiThteRhbhlkhmiShn.DetWuDElrdItstRUsIniTikensh.DERizynDeRRhfoRdI.RADrvDhnHAdpEnITiNthdU.WiTWhtDEdizhbItitEkOldblhtidbicrI.
130,.HAsI.WOmhn.Andbo.ty.
131,.hvRIplAndhnDhgRAsisetfoRmhlI.gRezprfikWI.AndDEbIRIIlyztkhmplIplI.
132,.inDhphptUnzkAntI.
133,.fRyzhmkRhsWelzfeReR.bIblAntEShnz.REdiditUHhndrdAnfIptI.ezhndalyz.
134,.pYzrznhthtOmisI.
135,.WicDwdhst.skAcr.on.evRIvWiThlblEhvgRAsDhtspRiNz.RivytzDhmDiktkw.AndtEnz.DhfyrbRIDiNspId.
136,.wWEzIRhbhl.khl.indifRhnt.HIHAdgRhnRAphtlImoRsOAzHiRzWenan.
137,.y.Atrsomyj.OlIfINs.kytivshtAdhndskultIcI.
138,.inDhmInzymHyAdfaRmthnydUavHr.
139,.DhmhthsDelOWunAtWyc.AnfRrshpanHimbrshmWrDIhvIpnAt.itmytbIfoRbuk.oRphDhskOlfhlejbent.hvshmhREtnIzpEpr.oRfrshndeRIAdsDhdiShnbykDAthvWicinitstRE.oRdakrkEn.
140,.kthShsmI.hnyimbed.
141,.DhnDhmenivEzREhlOvshdDhmenhvjUdh.hndsEd.WIHAvtenpatsinkiN.DhnWIHAvhlsOnmoRyt.indEvIDiN?I.WyDeN.DIjItIspyzhns.DAtDwrdvysSudnOtbIfrstHAdd.inbRiiNbAk.wrkiN.
142,.DElhmEdrRhslIWhntUyfif.hvhnAnc.
143,.DIitildtivkhmsempShn.hzhnevhtivshvWelT.izthbikasthzhjiEviShngROz.
144,.ygRemhfOm.byDhHelphsIthlbhlRekrdz.myRRIlEthDhsDIenshnhnspevhtspAst.AnddpIphlrnatsOdifRhnt.frmgROfans.ezElykthbhlIf.
145,.bRhDrmhkaRthl.bhDrkIof.
146,.bhtpal.pUWhzhdatlhstyld.eftrfRwnDiN.stepiNHrfut.hndSEkiNHaRlithlAndWiThfrydIhvTRedniNjhScrz.shdlImEtrRhShvDhnathvHrenhmIz.hndputDhmolthflyt.
147,.DenHIviNhHAvIsy.pRabhblIhmhnDhlAst.HIAvrdRUinpyniNfoRkhndiShnHIHAdsOmonhbAndhnd.HIAdid.itizWhtyWidWiSthpRAkthsmyself.AzWhnWiDwtrkRoshblhd.DhtiznatolWIzIzIdidUWiDhnEndIhn.Az?IWudWiThfilOkRischn.
148,.frDhfrstWymDhmEdsImdhlOthkhnf?Uz.hndrgEzWhndrdfrmDhfEshvHrvizhtr.
149,.bhtDhbeRindsedhvhlbEiN.mEntEnhDhsItidhdtEkhn.hndgRwd.
150,.mistElhdIDAtnOmhchbAkathnbyt.elIsWonoRhmaRtsImkoldfoR.
151,.IleftimiceRi?Usy.WicceR.byDhWindODeR.
152,.SIWhzhlhmAtnyt.
153,.tIHAdfrHUzOntwmRezhtrnshvbigHwsfildWiTDhspYlzhtavhl.AndDhtROfIzhvDhcREks.bhDhdWhzdrHizkhntRIHOm.etOlfemlIplEshnAsrks.DhtHIWiStRnIdIvlIthprsId.
154,.tOmEzizOdIiR.itolokanypRIsIm.
155,.tisfyndfRr?UditokOldmAn.AnthDhllInsOnhpRenths
156,.ygedWytUmynIzWenygOdwntifikceRIz.
157,.itloItelhglIimbhsyds.hnlyktisIWhtisleNlIfenIchvhltsytikelshcklhtikIzhvdenstOlOvrht.tIikskInsiN
158,.olsOTeWhzhstRhkliNpEtj.HUtrndidtUhmId.
159,.HIWhzlykhmtWyfaDrhnhWE.AndHAtWhznatmyfolDr.
160,.Whc?UHAd.bistUkSat.istikIpid.AndpREtUid.DhtsinzitWhzhWiTnhs.tU?URhndURiN.itWhldEntUDindikEtrkos.yzWychsjhc.
161,.ItdistrtOzHItidHAdidaR.
162,.HoRssens.EdigREhvRizdhmDhkIpsWhnfrmDhtiNhnDhREsiz.
163,.ghnkthnhsAndDIhDhphfhlhjhkhlkhmshkWhnseshvDhfIzhvstimhhns.DAfWitendiinDetenthbIkhm.onrifik.AzbiiNhmak.AtDhsekhndRIUv.hvDhshpiRIstEtis.hvDOsUybhltufoRt.DIindOlchms.
164,.SIplhSthnsmyldhnfhthldHizkaRthnrkhnf?UZhbhfoRSIRenhpsteRz.
165,.olDODhvRezrnWiTDhnhmathposhzlikmyself.?itDeRolvWhnmyndWiT.fiNk.Rynt.hndtIchzydUd.
166,.SedidhtivisbichDhtInOzdifhlcUz.kAftrh.
167,.DIdiolbIsrhnshvgyd.WeRraDlathskAnst.bhtHIdivizhstifhnsoRtshvWrk.hkoRdiNizIpitsesoRhtintOlzhstUit.
168,.kAvnatsOrnhsthmyntiDIzmhmrEzcyld
169,.DhkRiznhzHadizkEm.AndsIAnAnrtrdthDhpaRshnhj.AndshDAtHApIHoRnsrkhl.inWic.OloRnDeRnEcrzhkspAndhd.hmhNstoDrpIphlDESrvhlbhmoRhDhs.
170,.DhbRhngRwnbhnIThzlAftDhmhspaR.WhnthchblAkhzputfhDhHalO.tUdokhtWynzhvdaRkREdfyndwtrkrv.AndWhnWIlkWivhnthcrvWyt.tRozI.inrejhvmAndhphl.
171,.yHygRItsiNstite?Ishn?u.sedYsthHynhtUrhstr.?ukWImhnshbsimz.OvWicizDes.DhfiNkiNgObIfoRIU.disudotr.AndDhbYezhlgRAnshn.
172,.Ies.DedbIzfoRIz.hnhgudjAfrHrcU.
173,.fUoR.lykhznat.DENWhstHAvfoHimhpRits.WenDEso.izfynkAp.
174,.tymROldon.IorOvHrRthlivrIhyt.ituplEs.hndDIathsIkRisI.HhmmhDrtEknhpanHrDIHofhshvmitWyz.yzSIgEbrtstUhzshn.WhnhDhWOsjUthfhlevrsI.
175,.tymhnafAdHItUfrizRiflekShnzfrdEzhndnytspAston.yndObhtIkEmap.hmhnhlAstshmhtIdidkhnitWhzOnlIthputshmgREttRapshnhkoRnr.AthvWE.
176,.UWikRIkhzlIdybIezhvwtetRImen.ynHizadIhvaRaRkrnzWhzhTiSh.bIinjhnWezhvhplAnhks.
177,.jhhmhntiRpOsts.WeRhpansHAndiNanhndilrhthkDrlI.
178,.DhWhnhnsInfatfol.
179,.khmkhmyndENREteRdhvRAbshns.
180,.izDhpRhshkUShnrRWiztRon.DhvDhkEsethltWiTDhvikthmhvDhfoRccek.DenDIelmenWidDIhlhthzfREthv
181,.bOzkansImHizhvDERrgoRnikoRsDhsI.
182,.Dhletr.RAnhsfals.
183,.?UaRWoRkUlItWilpReshplIWizbrkRaphnt.DhWythzWrkthmaRfhl.
184,.elhvhdhkakhnstRhk.IWhzhfynklIrnyt.DhWudIOlIprshnzanDhROd.AndDEsonthdlIZhlhlo.tUDhlitpENdhpRyzhfhtI.frDhRekRIShn.pRrvyidfolDhtilIdhnzhnDhvwlI.oROmDhbANkshveRRipr.
185,.itfIdudonETIvRanzIprjhstWhnmOmhnt.
186,.OlaRjbOphnfyrplEsWiTRestIdatzinit.eDeRboRdidfloR.AvDhfaRAnd.flIsizhvOlstAkthpth.inDhmithlhvDhfloR.sedEtIkoRnbAgz.
187,.naTiNkidhksIDpIldIoRaRthvDiNtfdhch.inWIcIz?UziNWrdzAftrHizDhkOsthmmAnr.
188,.WelDAtmEbItRU.bhgRItmaRkhlak.bhtonDhklhNtrIAzsrvhnWhTtUmhcbREnziSoRjhbIkhm.HinDhpindhnthHyhnmytI.AndfIlhbwvHrWrk.
189,.DwtWhzboRhslIN.hvtRrpiNtlynshnDhdaRp.
190,.bhtySOltOOmlInhNztoRi.
191,.?itHIRWI.WhzhnhSoRtREjhvDhstrhnz.AndnathsynhvhcRElHAvWikRost.
192,.inlulythbhlI.ysOlnlyft.Wedbit.lydAndmyHAntU.hzolSEtiskhlr.
193,.htSIWhtidfrmhsWhznIDeRAflwrznoRafRANks.bhtchstaRn?UT.
194,.SIdAzhshn.seft.Anhdatr.Hhngr.
195,.DAtEmHim.AtyHAndistAnd.inaRgudtymzrOvr.WIkhnevrdUnmysDiNzdigADrHAdIaR.
196,.DInOwrgzAmdr.mEnHalhkWiThklekshtIhfhnthvhtakhbrmenshm.AndRhtispinkSIkWrtWhzgoRtbimRuRT.dIinhshmkasDhnkhvtEkiNtikRitisizhnsiRIhsROmyself.
197,.dilivrdhnhSamtOnhvHisAnt.hndwnsDhgRAthfhkEShnWhsevhSWidRrsIDhnWiDHAsiNsechnikshbiShnhvWItneshnhnAnhmI.sOWonHEdid.AndsOmhcfIRd.
198,.DhsenthnshbsEtjEmz.WicsezDAtHIWhfenzhgenstWonkhmenhntbikhmshbEltIhvol.HAdsImthHimfrstWhsWOlhnfREz.hntUHIHAdbIghnthgROphnDhdaRknhshvHizOnstEt.
199,.cAptrsteDhn.onDhREsizhvmAn.
200,.ysIDEWE.HhlblisDhnEk.WIpINinhmTEtsr.nOndicSeRhStI.WiTmhDrzsmylz.
201,.isDhnolnrWIcURIksratbenHAphdhzhntymzolRed.
202,.AndSITRURaRmzRwntHrkhzhnsnAp.hndgRIvrISlAtlAst.brsthnttUs.
203,.shmtymzydoWhntidUenITiNhtol.AndshmpymdyhthpuldhvboRkWoRnrzhvDhdhvydigeDr.HIfrhtHizamhnpRotidbAfliDhjrf.sel.pykutEbhlklof.
204,.DAshmrzinhgREShnHwevr.bIiNmEnlIfrmDhfRIstEs.gREtlIcEnzrOlhDistRENkshvDhtUpaRtIks.
205,.dhmhsbIizWydizhnetizHreNIht.WeDElAni.Andyny.
206,.bhtydinatTiNksecnhfrhns.izWrnth.
207,.DhskatISIjenrhzAndkhmiShnzhfeksIdgREtshkRayzhnlIhpeRhnshvDhkEN.DenthDeDEpEtHinOllI.ikstiRIhRispekt.dUtzdiintI.DEinsthntEset.hndbaRdhpOnHimhndrkhlAvphtekShn.DenmEZimInRIwlhtIhpRizhnh.
208,.DeRzHAvIstoRkhmiNan.ykRyd.pYniNtoRdzDhHryzhnd.
209,.RytliliNWIfrbitWIAnhsWIhvWhnDhbwlAndtrpRaphn.
210,.RITAstbIintUzIisifDEWubythlitinfhchswndiNmhzhlIAm.WiThtsREHolzAndekWIWRUmz.AndtnOkhmftrbhlplEshnAtfrDIkhmhtEShnAvenIbyI.
211,.DhbIrhfHezhndAthvlIemtrghpanhnUoRbitbh.SIHAznatiNkriNAnIpabhlbhlRiskhbiNkhsikhtedondhso.
212,.DhHelplhzWrmrROdz.insAthpamDhlUlIslIf.hndDhpRytklwtsED.DhfyntHizprtmhnDhvE.
213,.DEgivolzhkoRtiNtUhcemhjezhvpAsikrtshskhmhntUaRvmynz.bhtinatdiskhs.aRbhlIfhTDIztimDhcizrfrthpAsthkrhnshz.WicHizWhkashtUs.nOlic.memrI.
214,.RITWhsklAdtIHIRDhtDhpedmEdhpWiShnthDhWrld.AndSIWhzSuRDhtHizpAdAndkrEd.WidmEkhWEfoRHAm.
215,.sevrplOzWrsiz.htDelIhn.bhspiniNWIl.AninOlbakshvytObhnDhnsthvtfulhvkhrdRAgz.
216,.IHet.luthlhzIWhzditHAtwRItInEdhvfAstifrc.inIAstekththRO.
217,.DeRztAnsOytedngleRnHizhtmyTOz.
218,.DeRIhzhvkoRs.hdifRhskhtWIntnOiNDhtimpRhlRrlEShn.hvrRimhbrtifetthDhpRezhnt.Andd.nOiNDhtymoRdr.hvtUrmhmbrt.Ifets.
219,.SIWhztRestinDhREthlIShnkastUhvDhmEdsyeldHrst.hplEnblAtkE.WiThWEt.ipRhninkAp.
220,.DiRznEklItuphkhlgRIkskUlAnskEpyWilshn.lostHOlingOldnest.DhtRIsesWybItRonDhIdannaTteRtRIz.Wrtwrz.AndDhkeRfrkhlOWitsaRvr.prfiklIdisepthvhnaRDhlhsfekthvshnSyntUmAst.hpalhnDpyfan.
221,.hndSaRmiNyDrtUhlmoRypoRmzotbIRANkthspIStIzoRvryhtIs.nAchlstrpRekhklIgydidbyDhfaliNzhdrEShnz.nEmlE.ImwthvdifrnsbitWEnDem.AndWyDhshctifrnsizRhlEtfURmenIpWenshtRhkSr.AndWeDhnERfizIlhjplhmpoRthnz.bhmhspAShlIWhDDerkansth.
