id,label
15,.TiNksAdhmysO.hnDebrsInenITiNastpathgudhnmen.HifRItuktymhnhphnglilinh.sOykeRIdDislithlfelrHwminhbuShlbAskhtWanylesmhp.AndAfsmenhlAvhnInhnspudhnHimthgeDr.
16,.AftrDistizhpYRhn.ynevrdeRRhkinWisrthntIhnindRimhnthvDhpleZrhgen.itImzezivshmfitAlhtIstudbitIn?hnmI.
17,.DeRikeRfhlIDhmhjiSchnRimUvDistHwtr.plEsiNitolthgeDrinhgOldhndiS.WeRHImikstitWiThgOldhndspUn.
18,.HryzWhndrtUDhmEtHinz.
19,.WyHAthNimpRestWiTHenI.frm.ivRIWind.
20,.bht.WIinadO.EgzAdlIWelkhm.
21,.misREkdhklymdzDhkaRjthyIt.
22,.DhplEsHIHAdWhzhveRIgudWhn.DhshnSunanHim.HAstrfReSeRDeRWhzhnhfhvDAt.hndRwndHimgRUmenIlaRjsyzdkamRAdzk.pynzezWelOzfrz.
23,.WicHIHAdDAtbAnilnhs.hndyWhzOnlIhlevhn?iRzOld.SI?UzdthsE.?OHAvhfRendhnrTin?uRAntREchl.ifymtEkhnfrm?U.prSIHAnzhkyndHrt.AndymSuRyfwnditsO.
24,.sr.yHAvinkhmAntUhnfoRn?uRekslhnsI.DhUAvhthpYntidghvrnrhvDhkRwntanI.WicHizkoldbRtn?Ul.
25,.AndWhzsWrRdhvevhdhnspiz.lhjklIpashbhl.
26,.nOmoRDenDhdAnsiN.
27,.SIHAdolmOsfrgadhnDetOWhzHIRWiTinthchnsyt.
28,.gitWhznatveRImhcpAs.hledhnDAmoRniNWinDhpOnIkARIjfrmbRAndhn.dRUapphfoRDhlithlgaRthnWikithvRedhmhnsfaRm.
29,.DhgevhnronHizpaRtbikhmiNdwtfhlhvDhDhgAlhtI.hvibYNmizrImhleShthnfoRsknzizloz.WhzolsOIrcUsik?uRDhHel.hfetrhltRUps.
30,.HAdHIsrl.ovhntukDIhprtUnhtI.WenrAnspAktWhztrnd.hvlukiNAntDhplIziNRIflekShnhvHrself.inDOzpalijcsrvhsiz.frDIOtEbhl.Whz?Uz?uRlEtrndhplykhskRIn.AndWhzmoRfraRnhmhnt.Dhnfr?Us.AndSIkudsIrselfshmtymz.inDhgREt.Rwndp?UtrdiSiz.DeRWrREnjdanDhSezhbhvDhloNDIOldidrtEbhl.oRinDhHabzhvDhgREt.WicalISOnmytjAspr.
31,.bhtitiznatWiThv?UtidistiNkShnDht?USudkhltshvEdDistelhnt.if?Ukhnsy?uRnHApInhs.
32,.d?Uko.hk?Ut.
33,.izspYlzWhnsbestWrk.
34,.ymlIdhWhnpaRdIWenofigzoltiN.AndDIhthWhzleftindishlEShn.hndWhl.
35,.oWrdudnwbIsethbwtDIoRjhnhvlUTrzkamhntrneNghlEShnz.
36,.AnzjoRt.HIbIkhmz.HIpROmhntfig?r.inWhnDhDhsytI.And.ifIHAznatkeRfhl.shmhdIWhlsEsO.
37,.nAnsIzkROlIchstnat.Rap.SOninDhshnAndalOvsTikblekplEtsluktblAkHrbykantRhs.
38,.DisWhzDhfrsthkEZhn.WiDinhjenrEShn.WinshchnenrkEmbhnkAdbhngivinhtelmrst.AndDIOnlIWen.WiDinDhmembrIhvmAn.WrRDhnEvrzAndkhntRIpIphlHAdbinDIhnvythdges.
39,.DenHIhpROctit.AndstAniNantiptOWiDiznetkREndHIluktinthDhRUm.
40,.OcisDhfrst.tisflAsrIinmysIn.AndmygREtmyndmOsttkiNglIjiNksitht.lynyWelnOzWotWiTHizghst.izgRIN.AndtUHizpAlitdotpRhpeRDhkhp.ifitbIpYzhnd.tisDhlesisin.Detmynynlhjit.Andot.frst.bIgin.
41,.mhDr.difaDr.dUHURmI.
42,.DEdUnygOWiD?enhmzhvDhgasphlpfRrdamhnIN.DEgOWrDhkWiShnzaR.
43,.HwmEWIHhtEnRImiSnhvrRsins.
44,.wkamphthtsoRlAkhvkaphthns.indDIAk?rhsIhvhmemrIimij.mhst.AnfhnhmhnthlkEsizbIbEst.hpanhkeRtUistikhvDIimij.itself.sens.WikAnatAfOkDhpAsthbadhlI.AndkhmpeRitWiTDIpRezhnt.imhc.
45,.nwthbedbY.
46,.hndroRdineRIkhndiShnz.ReDhltWhSuRtibIhlektit.bhtDikhmitIpRipOztHhsAkRhfyzHimEnoRdrtUilykapkhnz.
47,.DhnlEvRIbikhnshbnhShsthnIlI.oldHUaRIkWydtUeRIt.
48,.DEsUmdhbItWIaRlost.bhtyAmatcuR.
49,.DhpRUfWhzhnTRIloNkslips.yHAdleffhmolthgeDr.
50,.ymhstnOhbwt?U.
51,.WInevrHAtsOmenIHhvDhmenHAbhfoR.
52,.yHAvveRIf?UthlhvmInw.hndysot.?UmytlhvmI.Az.yHAvbIghnthlhv?U.
53,.WyUzsipthhntsDhfrsligiNkit?UImet.AndDAWhzDispid?Ot.RiplydhkApthn.pentiNHaRdAzHIHeldfAsthWennDhgOtsHmWrnz.
54,.WhnpRsIvdzWiTwthndrsteniNid.EHidIhsmrmr.sAndiN.olmOst.byk?UmhnAkksens.bhtmoRniRlIRizemblyN.EHw.DhnhnaRtig?UdWrd.
55,.iDIHEpikREtisRrdUtIhnt.okUnrz.
56,.DIzpRhvrdhzhvDhRySnhshvkRystRizistDhfaDrnAnDhshn.AndDhWhkshtDhmbOT.
57,.WudnatDhmloftIhst.emhmhntsezhvDhsitIAdlIspIvizhbhl.
58,.AtDhshdhnSaRpstiNhvit.DhgREtbrdtrmdHizHedAndnOthst.frDhfrstymDhfiShmhnstAndiNilnDhbANk.
59,.itWhlbIzsachsethsfAkShn.
60,.hSOnsIEtidWiTDhsimphlfoRmhvAprADhs.WrveRIhsinSIn?hsdicElzhndRIfynhnstUsik?uRReg?hlARhtIhvapREShn.fRIdimfhminAk?rhsI.AndimInhtIfrmshctAmpriNAzWudpRimhtfefthvkrhnt.oRdenij.
61,.SIAtoRIiNkrtImhnsdotrWhzolWIzhnhmynoRhtI.hvWhninaRHwshvylhndisenthnRAdikhlezhm.
62,.DhnathlhsniRlIpeRiSizinDEAntaRktikt.AndnEmOstiNksintUhgROiNthpReShn.
63,.mEnHolbwtsprHrkansthnsIWiTDhlatiNezDhtmIdAligzrntrstmyl.bIindWelhkyndhvRAvhtiksyvitWhztiNglhnTRUDHem.
64,.DenDhtlrdthphnI.WhlWyAbwtokShn.
65,.dUnantshpOzHwevr.DhtmizizpYsrWhzeldrlIoRSRUiS.AndHrhpiRhns.SIWhzhgudlukiNWumhn.natmoRDhn.EtinTrdI.hfiRkhmplekShn.AndsAndIHeR.WelSEphn.lykfutid.
66,.ystRonhstrhnsDhtnOIvhlWhHAvht?UhndmyhNkOldinDhcildRhn.prmenITiNyAfdhn.
67,.WIHAvolWIsTotDAtivWhzshmtymz.ikrEtisAkt.And.AdlIst.izsimphlhn?UsfhldId.WrDIhvDhsimphTetik.htenShnWicdUtIekseptidhnfoRfildmeRhds.
68,.HIimpRestmIizbIiN.hpRrfhtlanhstmen.
69,.inbuTDIzHymifikhlshbjiks.DhsrwniNnEcrDhshfriN.istildignhfydhndb?Uthfhl.
70,.itisfRhbhbhl.DhtDhmiNlIShnhHIEdIhsthgadoRhvgav.thDhWrl.WhstifRhntlIkhnsIvdbyHim.AtdifhntymzhvHizlyf.
71,.tuHizghndAdDIztWentti?iRz.
72,.DhtWrgOinjestDhsEm.
73,.siksvAnShlIisWhzjEkhvzhnvaRniSt.diskRipShnhvHiznAstrAndmistrz.
74,.yAmgOiNthDhkoRtbol.AnsrnAndrz.
75,.DeRzmWeDIhWhnkhnsidrhblI.OldrDhnyAn.
76,.DeRfoR.yf?UmyselfkWyt.Ebhl.AzpRezizhnhvDhsRIthlrk.juRRIsIv?UWiThkrthsId?UthDhsrvhnshvrfRemmIAly.
77,.ResthdbIstilinthlEWon?U.
78,.polkiNlEtrnHizDhnIThs.
79,.DisizDIetslhnEShnhvDhSAdhlzWIchfwinDAtpaRthvDIhtlyntikOShn.
80,.yndUnhTiNhvdTakthnhfETbikhzRritosOfhstRIndstedhsrthnti.AndnObhtIAndrstudspichbOstiN.
81,.mInWyl.HIHAdkolddhpanmIthmEkrRipoRthvDhTRIWaRsisthm.nOnhmiNglhnAz.DhHatkhnshn.bOtdaktrjanHatkhnshn.AndmistrethshnbiNinthpenhthndvenrzAtpRyktikliDhsEmtym.
82,.yRifrdhDhtDhmamhtr.itinhkEs.Dhfig?rizhblidrEdhn.
83,.HhsAfSIHAdnatTothvsiRIhslIin?et.nOiNhvitshlytfhlHAspitelhtIenmyldklymht.SIWhznathvrzticrlztinoRnUoRlhnz.
84,.DhlaRjlhtrkhntAnsndId.hntaRlIfIbhnildRoNfig?rz.DAtizmiRlIcaldiShnfEliNWrkhvhnhfiRHAnd.itiznatkeRiktUistikhbgafik.oRenIhDrskUl.
85,.ikstiNWiStbRAnzWrlyiNrwndhspriN.DIofhlzhvhdiRWrskAtrdhbwtDhplEs.hndDhtRIzboRevhdhnmaRkshvHAviNbinbRwsdbyDhHoRsiz.
86,.DisWhzAtDhmaRcDhlekShn.EtInfittIfyv.
87,.bhtIvinDIhnsikseshldRamhchstHAzHizmOmhnts.
88,.DhthcrsOsAlfpRej.tUloRRedI.ORejIWhtdid?UsE.
89,.AdOnolWIzshksId.frshmtymzWhnemtIciNrRsOiNwWudRhDrbIRIniNrEtiN.bhtytRytidinymyself.AndmyfaDrzApRhbEShn.Ampl?URWoRdidmIfrDhpRivEShn.
90,.dUnatDeRfoR.TiNkDhtDhgaTikskUlznIzUWhn.
91,.ygEfimhlhbRAndIleftHimkhlApthnDhceRhbhlymEthmhlstkeRfhlhtsAmEShvDhRUm.
92,.kAflInWItDhtoRctUinfROezSIRIsydhshmb?UthfhlyndzWithnfrshmsicprphsAzDAtWickadDenthgeDrthnr.
93,.nOsrHIizhnt.HIzgantrhsitrdtisImistrWest.DhfAktr.hbwtDhWOl.
94,.nOWhnWudistrDRlithlHws.HIvinifenIWhnkEmsOfaRinthDhTikfoRhstWolDEWrgon.
95,.AsktbRanzIWiTHrDhthlfEsklObsthpaDIzOn.
96,.sedSI.pYndiNdDhblETiNz.sI.
97,.HAbhlIvinDhtREninhvpIphldthDhHAzkhpAsitI.DIiNgliSmhnHIRHaRdhlIshkhndidHim.
98,.phHUtethkhvhntr.lithlbenDhb?Ubagz.AftrWrgevrnr.WhzEpRhnwst.moRmhnHEtr.hndTRwtDhpiRIdhvDhtRebhlz.HImAnifHizizsimphTlIWiThprsik?Irz.
99,.DAtAWEzgREtlItRynIRUTT.And.olDyRIlEShnhnz.
100,.DErfoRHrmyjistIkEtnO.htenShntUenIWhm.AndOWhnpEdenIhtenchntUHr.
101,.HIgEbhtpHezphziShnhSAtDhfAnlIhpinDAtUmhvhHAs.sOdnHIkudnstediHizbuks.
102,.?uRlIzlIjhjWyWen?UHHIR.bikhzDhTiNkHAdbinshchskeR.nIkhntin?hdthfiksmI.
103,.WeWItsibIdnydIthDrshsyhtI.
104,.AndDhnDEpIkimvekst.hndWudAsnAStUrprsfrmhs.
105,.bRytrDhn.rlIdonzmUstbRilhndyaRplhnkliRbAnshvkhlrTeRDhsgy.AtsWrl.AndsWIp.AndmIt.tIbREkAndfOmlykREmbhvilz.hphnhblhbhlzdhn.
106,.itWhzsylhnthndglUmI.bIiiNtenhntid.sOlIbyDhkAptiv.AndlytHidbyDhdynembrzhvhfyRWicAdbin?UzdfrDhprphshvkukrI.
107,.HiztOntRANklezhntlIhnWrhntensiRz.AndfoRTWiTThgudfelOShpWhzHeRhldidbitWInDhm.
108,.plIstOnlIWhnTiNbaRtlI.AtblIst.tenIDh?UbilIfyTotyWhzmEkiN?UHApI.
109,.DenDEolmaRswthlithWEinthDhTildzAndfwnDhtDIaRmIHAztiNkIzHAtolRhtIfoRmd.AndWhzAdbAnsiNstedhlItWoRdiN.
110,.HIRIctafhmhNlhbRAnchns.AndbigAnthpiklhsWIt.insipitfRUd.loN.yvREkhDrdbeRIz.tiptWiTmEtpInkhlykWytkoRl.DhtfalthDhgRwndhnHItid.olshmRrTRUl.
111,.ikudRyfinWhnsyl.bhtnat.inhnhDr.DhgmIklEnWhzHAvnatez?etmiNfAShnby.EnpOlWiTWrThlozhfr.tidiskRydfizikOlfhnatinh.
112,.DistRAnzi.spRiN.AndlytiNhp.aRp?Utfhl.hglAmrbigyliNaRsensiz.
113,.slOthWrldRIdiNz.kWEkWiTits.Olist.WenDIEnjhlspIk.
114,.itizshchdnOblAmbiShn.DAt.itizhpinIAdHAz.?UZlIshc.hSAlOfwnhnEShn.
115,.?esHeldynODAtHIsedshmplI.
116,.elhtsdestDhfRejrhpikcrz.
117,.HwdidHrmhDr.evrDAtHrgO.
118,.inHizRitrnthDhkAmp.Hizhk?UthnpRAkthstinthleks.WrintentlIinjEjdinthvyziNmInzthkwntrAkthWacfhlneshnshspiShnanDhpaRthvHizenhmIz.DhtHIn?UWrinOtigRIinfiRIrtUHizOn.
119,.bhn.hbzrv.nIknOdUDhsanWhnkhndiShn.DAthvstRydiNoshthkRIEt.inRIAlhtI.Dhb?UtIWic?UsIkhnhmAchnEShn.
120,.mEkhkWEnzWAvDmist?agO.sipthgeDr.
121,.sinsDhpiRIhthvaRtElDIAktivspiRithvDhkhntRIHhzsrwndiditWiDhbelthvRichnTRyviNsethlmhnts.DOnhnbitDhHhntrrDhsAvRhjizevrnOnIvinwthpenhtREtitsWyldRIsesiz.
122,.sOhmkhs.?udbetrtEkthlId.WylWhlputanDhskinhgenhntRhstikhniNfrWanthvspId.
123,.WIHAvhkhmAndrWhzgAmfrenITiN.
124,.anDhmAstolRedIysIDhlytplE.hvhlAmhnhsEtObhlzfy.DIwstrtsilkAciznathbReThvWin.AndHANzekSIthvhled.
125,.HildhWactHimfrmDhkWonr.tRemliNindskeRslIbRIdiN.daRkSAdOzgROiNhbwtHryz.it.
126,.thduRsOWhsthlUzgatoltshgeDrbikhzgadbikhnsintaRhbhl.HUmWIsIkthmeZrhnthkamprHendHizimfhnitmAjhstI.
127,.bhtjhlIzHAdnatbinlishnI.olAtWhnsIputhnrkAndhHonDhtEbhl.hndfEstrkhmpin?h.
128,.DhRil?UmhndhviZhnezDis.DhlUmhnhs.hndDhSEdI.
129,.bIitsedthnHIonrhvshmhvDIafhsrz.intRhstid.WiThteRhbhl.hmiShn.DAtWunDElrditstRUsigniThkhns.DEWrzynDeRhToRtI.RAdrDhnHAdpimITiNthdU.WiTWhtDEdesibItidnEkOldblhtidbicrI.
130,.HasI.Wumhn.Andbon.ty.
131,.evRIplAntinDhgRAshsetfoRmhlI.grzprfiklI.AndEbIRIhlyzdkhmplItlI.
132,.binlukiptUmzkwntI.
133,.fRysimkResWelzfeR.bidblAntEShnz.REdItidtUHhndrdAndfiptITwzhndalrz.
134,.pYzrizDathtOmisI.
135,.WicDwdhst.skAtr.hn.evRIlithlblIthvgRAsDitspRiNz.RivyvzDhmipthkw.AntEmz.DhfyrbRITiNstId.
136,.yWEziRdhbhl.kOld.indifRhnt.HIHAdgRanRAphdlImoRsOAz??rRzWenon.
137,.O.AtrzOlmhc.OnlIzImTkynthvstEAdhndskOltItRI.
138,.inDhlIntymyHAdfamtrn?UydIhvHr.
139,.DhmathsfelOWutHAvWytfEmfResthpanHimfrshmWrTIhtIpmhnt.itmytbIfoRhbuk.oRfrDhskilfhlmAnijmhnthvshmgREtn?UzpEpr.oRfrshmgeRiNHAdzphdiShninbykDAthvhtinitstREn.WoRgaftrkin.
140,.kRthShsmI.hmyimbed.
141,.hndDhmedivizRElwnshdDhmenhvjUdh.Andsed.WIHAvtenpasUmkiN.hndWIHAvhlshnbulRyt.indEviddinI.lyviN.dijIdIspyzhs.DAtwdDys.SudnOtbIfeRstHed.inbRINiNbAk.whkiN.
142,.milimEdr.RhvlIWhntWenIfiff.hvhnec.
143,.DIhtilvdivkhmshmShnAzhnevhdhnshvWelT.izthbIkAsDezhdiIvhShvgOs.
144,.hgRemhfHOn.byDhHelphsIthphlRekrdz.myRlEthhsDIenshnhntsevitspAs.And.pIphlaRnatsOdifRhnt.frmgRanhfhns.AzDElykthbilIv.
145,.bRhDrmhkaRthl.prDrkIf.
146,.bhtprl.HUWhzhdontWhscyld.eftrfRwniN.stimpiNHrfut.hndSEktiNHrRlithlHAndWiThvryhtIhvTRetniNjhscrz.shdhnlImEdrRhScAtDhnathvHrhnhmIz.AndputDhmolthflyt.
147,.DenHIviNhHevIsy.pRhbhblIhmhnDhlAst.HIevrdRUhndpyniNfoRkhndiShnHIHAdsOloNhbAndhn.HIHAdid.itizWhtyWudWiSthpRAktsmyself.AzWhnWiDwthkRoshblhd.DOitiznatolWhzIzItidIlWiDhnEndIhn.Az?UWWudWiThfilOkRischn.
148,.frDhfrstymtDhmEdsImdhlithlkhnf?Uzt.AndrgEzWhndrdfrmDhfEshvHrvizhtr.
149,.bitDhbeRAndstidhvhlbiN.mEntEnhDhsIdithdtEkhn.hndgRwld.
150,.mistElhtidDAtnOmhchbwtkathnbht.AndlIstWenmoRhmaRtsImkoldfoR.
151,.?UleftimhhtceR?UsE.WicceR.byDhWindODr.
152,.SIWhzhlhNDAtnyt.
153,.SIHAdfrHizOntwnRezidhnshvbIigHwsfildWiTDhspYlzhvtRAvhl.hndDhtROfIzhvDhcEks.nbytidWhztrHizkhntRiHOm.AndOldfAmlIplEshnAsiks.DhtHIWiScrhmIdIhtlIthpRrsId.
154,.dhWeRIsizhldiR.ithlhlkanRypRIIsUm.
155,.tizfynfr?UtitokOldmAn.AntrDhlInsOnhpRenpths.
156,.ygetWethmymIzWenygOdwnthpikceRIT.
157,.itWriNbIteblIAmbhsynz.hdlyktisInWitDislhtlIfRenIcrluksytWiTeltshcpWantidIzi.desthlUvrit.dUicskImsim.
158,.olsODeRWhzhstRhpliNpEj.HUtrndidthmId.
159,.HIWhzlykhthmyfaDrinhWE.hnd?etWhznatmyfalDr.
160,.Whc?UHAd.bisdUmySylp.izthkIpid.AndpREtUit.DhtsinzitWhzhWiTnhs.t?URhndUiN.itWhldEnthDindhkEtUkos.byzRycistechd.
161,.inDOzveRIthzyItinHAdo.
162,.HoRssens.EdigRIhvWizthmDhkIpsWhnfrmbeTiNanDhREsiz.
163,.dRiNkhnhsAndDIhDhpefhlhjikhlkhmshkWhnsizhvDhfRI?izhvstImhns.DefhtendinDAthntibikhm.hnrIfik.AzbiiNhmak.AtDhsEkhndRImUv.hvDhshpiRIstEthshvDOsUrREbhlthfoRt.DIindOchns.
164,.SIplhSthnsmyldhndfhmldHizkaRthnrkhnf?UShnbhfoRSIRAnhpsteRz.
165,.olDODhbReDrNWiTTinrnathpashzlykmyself.?itDeRovWhnmyndWiTn.TiNk.Ryt.intIcizydU.
166,.sedinhDhvYsWicyletImyzOfhlcUz.kASr.
167,.WIkhnolbIsrvhnshvgad.WirvrRlatiskAst.bhtHIgivzhsdifrntsoRtshvWrk.hkoRtiNesIpitsesfoRitintolzistUit.
168,.kIivnatsO.rnhsthmyntiDIzmhmrIzcyld.
169,.DhkRizmizHalitIzkEm.AndSIinAnrtrnthDhpaRshnij.AnthDAtHApIHOnsrkhl.inWic.hlOnDeRnEcrzikspendid.hmhNgstolhDrpIphlDESRhvhldatmoRlhs.
170,.DhbRwngRwndbhnIfHizleftfhDhmOspaR.WhnthchvblAkHezputfrDhHalO.tUdhkAtlynzhvdaRtgREdfynDIwtrkrv.AndWhnlithlkWivRiNphchvWyt.dRozIinrejhDhmAndhbhl.
171,.yHAv.WItsiNzthted?hshn?U.sedonhsthfyn?htUHrhsphn.DhkWIminshbsthnz.hvWicizDis.DhfEntiNgrldbIfo??U.is?Odotr.AndDhbYez?rgRAndshn.
172,.?AsdedDIzfoR?iRz.hndhdgudjafrHrtU.
173,.foWrR.lykeznat.DEmhstHAvTotHimhpRits.WenDEso.HizfynkAp.
174,.tymROldo.DIwrhlHrdilivrIhyd.ituklEs.hndDIatbOsIkRhsI.HOmhDrtEknhpanHrDIofhshvmidWyT.AzIgEprTtUHhzshn.WhnhDhmOstb?UthfhlevrsI.
175,.tymhnhtHAdHItUfrHizRiflekShnzfrdEzhndytspAston.ynnObhdEkEmhp.htWinilAstshmbhtIddidkamitWhz.OnlIthputshmgREt.tRhntsindhkonr.wthvDhWE.
176,.HImentgRIkWhnslIdyDIezhbatevRIONk.AndHizydIhhbwthmaRphnzWhzDhtTEShdbIenjhNlrzhmhkAniks.
177,.jhthmhntirpOsts.WeRhpansAndAn?anindvIhloRytukDeRlIv.
178,.DhWumhnziNTotfhl.
179,.khmkhmymginiNRilIteRdhdRAbshns.
180,.ifDhpRashk?UShnWrtWiTdRhn.AndDEkEsethldWiTThvikthmhvDhfoRccek.DenDIhNmAnWudpIhlwtizfREdhm.
181,.DOzklwdsImizifDEWigoinhkReStDhsI.
182,.Dhletr.RAnhfalOs.
183,.?UrWrhT?UlItUWilpRezhntlIWispRikRhphnt.DhWyntHAzWrkthmaRfhl.
184,.HilhvhdhklakAntstRhk.itWhzhfyndklIrnyt.DeRWeDIOnlIprshnzanDhROd.AndDEsanthdlIZhlIhlo.tUvYldkEnDhpRyshvfhtIjfrDhRekREShn.pRrvydidfhlDhthlIdhnzimdhvAlI.oRonDhbANkshlDERRivr.
185,.ifSIpudOnlEsIpRanzIprt.jhstWhnmOmhnt.
186,.hlaRj.OphnfyrplEsWiTRestIdwgzinit.AndhbeRboRtidfloR.AtDhfaRhnd.flIsizhvWulstAkthp.inDhmithlhvDhfloR.simemdikoRnbAgz.
187,.naTiNkiniksId.??UtUr.aRthlvtiNkfdhkShn.hndWicHiz?UziNWrdseftrHizDhkhsthmmAnr.
188,.WelDAtmEbItRU.hgRIdmaRghlak.DhtonDhkantrIhsrvhntWiTtUmhcbREnzizSoRdtibikhm.inhpendhnthnHyhnmytI.AndfIlhlbhvHrWrk.
189,.DwtWhzbhResliN.hvtRipiNklAnsinDhdaRkt.
190,.bhtySAltOlOnlIWhnstoRI.
191,.?etHIRWI.WizhniSoRdREnjhvDhskrUhnz.hndnathsynhvhtRElHAvWikRost.
192,.inDhlydhdhmUm.ysohnnyf.RedWiTblydAndmyHAntU.WhzolsEvdHizkhlrd.
193,.htSIWotitfrmhsWhznIDrhRflwrznoRaRfRANks.bhtchstaR?UT.
194,.SIHAzhshn.Teft.Andhdotr.HhNgr.
195,.bhtEmUl.ityAndrstAnd.dinaRudtymzrOvr.WIkhnevrdUnysTiNzthgeDrenImoR.
196,.HInOelhgzAndr.mEnHwlukWiTpuklekshtIhphnthphtaphvTiNAnshm.AndRhvjHizpEpcIkWiTWhzblhktfindr.dUUnOyshmprnsTiNkhvtEkiNtikRinhsizhmssiRIhzRImystelT.
197,.dilivrdinhstRomtOnhvhsent.ynansDhgRAthfhkEShnDhsAvijWudrsIvinWinhsiNshchnykshbiShnhvWItneshnhnAnhmI.sOloNHEtid.hndsOmhcfiRd.
198,.DhsenthnshvsEtjEmz.WicsezDAtHIHUhfenzhgenstWhnkhmAnmhntbikhmzgiltIhvol.HAdsImdthHimfrsthsWOldhndfREsd.WhntUHIHAdbighnthgROpinDhdaRknhshvHizOnstEt.
199,.cAptrstedhn.onDhREShzhvmAn.
200,.ysIDEWEk.HelplishnEkit.WIbiiNinhnthAnsr.nhdiceRiSDI.WiTmhDrz.slylz.
201,.itsbinonOnlItUWEkshnykbinHAvhdezhntymzolRedI.
202,.AndSITRUgraRmzRwndHrkhziznek.hndgRIvrIShlAtlAst.prstintitiRz.
203,.shmtymzydenWantidUenITiNAtol.hndshmtymzyWhnthpulDhfoRkoRnrzhbhdivythgeDr.HITuwtHizaRmhndbRotAd.bAkWiThjrk.sO.bykhtEbhlklof.
204,.DAshmrzimhgREShnHOevr.bIiNmEnlIfRrnDhfRIstEz.gREtlIcEnjDhRilhdivstRANkshvDhtU.oRtIz.
205,.hnmhstbIhsWydezDhmethtrEnIhn.WoRDElAnI.AndWynyt.
206,.bhtydUnatTiNkshchnithfrhnts.izWrnthd.
207,.DhskatiS.jenrhlzAndkhmiShnrzhfekthdgREtshpRyzOnlIhpiRhntshvDhkiN.hndDODEpEtHimOlI.ekstiRIhRispekt.d?UtizdignhntI.DEinsthnklIsit.hgaRdhpOnHimhndrkhlrhvpRhtekShn.hndmEHimUnRIAlhtI.hpRrzhnr.
208,.DeRzhHevlIstoRhkhmiNon.ykRyd.pURniNtUrdzDhkryzhnd.
209,.RytWiliNlIfrbitWInhsWIHAvWhnDhbethl.AnsrbRaphn.
210,.RUTAsktDIintUzIhs.ifDEWudbythlipinfhchstwndiNmhzhlIem.WiTitsgREtHolzAdekWinRUmz.Andt.nOkhmftRrbhlplEsidAtfrDIkamhdEShnAv.enIbadI.
211,.DhtDIrTHAzhndwthdlIentrdhpanhnUoRbitbht.SIHAznatiNkriNenIpRabhlbhlRiskhvbiNkRrsiphtEthdanthDhshn.
212,.DhHeplisWrmrROz.insAthpanDhWilIslIf.indDhbRytklwtsElda.difyndHizpoRtnrinDhvEl.
213,.DhgivlolzhkoRtiNtUicemhjizhvpAshkrnsizkhmintUaRvmynz.bhtinatdiskhs.wrbilIvfhtDIzimicizrfrthpAsthkrmhnsiz.WicHizWhtkashtUz.nalicdmemrI.
214,.RUTWhzblydtiHHIRDhtfilhpHAdmEdhpuShnthDhWrlv.AndSIWhzSuRdDhtHiztAlhnt.Andkrj.WudmEkhWEfrHem.
215,.sevRhklOzrsiz.hpil?hn.hspiniNWIl.AninOlbaksWytOphninsthftpulhvkhlrdRAgz.
216,.?ec.libhlhziWhzbitHAd.aRidInEdhvAstifRhntsinDIAstekthpDhRim.
217,.DeRstAnsOADAtngleRnHizitmyfOzd.
218,.DeRIizhvkoRs.hdifrhnsbhtWIntnOiNDhtimprhlRilEShn.hvrRimembrtifet.thDhpRezhnt.And.nOiNDhDhtymoRtr.hvtURimhnbrt.Ivents.
