id,label
24,.sr.yHAvtinkhmAntUmhnfoRm?uRekshlhnsI.Dht?UHAvbhnhpYntidghvrnrhvDhkRwnkanI.WicHizkolbRithn?Ulh.
25,.AndWhthsoRthvevhdhns.iz.lajiklIpashbhl.
26,.nOmoRDhnDhdAnsiN.
27,.SIHAdolmOstfrgadhnDhtitWhzHIRWiTinthchnsyt.
28,.itWhznatveRImhcpAst.hlevinDAtmoRniNWenDhpOnIkARijfrmbRAndiN.dRUhpbifRDhlithlgaRdhnWikit.hvRedhmhnzfaRm.
29,.DhgAvrnronHizpaRtbikhmiNdwtfulhvDhlhgAlhtI.hvimbYiNmhzrElhleShntUinfoRstkAnzhzloz.WhzolsO.I?rtUsik?uRDhHelp.hfedrhltRUps.
30,.HedHIsrl.ofhntukDIaprtUnhtI.WinrAnsbAkWhztrn.hvlukiNAtDhplIziNRiflekShnhvHrself.inDOzpaliStsrvhsiz.frDIOktEbhl.Whz?UzUhlItrndhplykhskRIn.AndWhzmoRfroRnhmhnt.Dhnfr?Us.AndSIkudsIHrselfshmtymz.inDhgREt.Rwndp?UtrdiSiz.DEtWrREnjdanDhSwz.hbhvDhloNdIl.dinrtEbhl.oRinDhHabzhvDhgREt.Wic.olWIzSOnlykjAspr.
31,.bhtitiznatWiThv?UtidistiNkShnDht?USudkhlshvEtDistAlhnt.if?Ukhnsol?uRnHApInhs.
32,.?U.a.hk?Ut.
33,.izspYlzWhnzbestWrk.
34,.fynhlIDhWhnpaRtIWentofigzoltiN.AndDIhDrWhzleftindishlEShn.hndWr.
35,.hWrdcudnwbIsethbwtDIoRjhnhvlUTrzkamhntrIANghlEShnz.
36,.EnSjoRt.HIbikhmz.EpRamhntfig?r.inWhnhvlhsyhtI.And.ifHIiznatkeRfhl.shmmhdIWhlsEsO.
37,.nAnsIzkRilIcestnatkRap.SOninDhshnhndalhvsTikblAkplEtsluktblAkrdbykantRes.
38,.DisWhzDhfrsthkEZhn.WiDinhjenrEShn.WinshchnenrtEnbhntHAdbingivinAntelmmrst.AndDIOnlIWhn.WiDinDhmemrIhvmAn.WeRDhnIbrzhndkhntRIpIphlHAdbinDIinvytidges.
39,.DenHIhpROctit.AndstAndiNantiptOWiDHiznatkREn.HIluktinthDhRUm.
40,.OciftDhfrst.tifflAtrIinmyfIN.AndmygREtmyndmOskiNlIdRiNfidhp.mynyWelnOzWhtWiTHizghft.izgRIn.AndtUHizpAlhtdokpRIpeRDhkhp.EfikbIpYzhnd.tiT.Dhlefrfin.letmynylhvit.Andot.frst.bigin.
41,.mhDr.diRhfaDr.d?UHUm.
42,.DEd?UnatgOWeRDIenhmIzhvDhgasphlfRhdamhnI.DEgOvrDhkWiShnzaR.
43,.HwmEWIhbtEnRImiShnhvrRsinz.
44,.wRkamfhdhns.oRlAkhvkanphdhns.inDIAk?rhsIhvhmemrIimij.mhst.AndfhndhmhnthlkEsizbIbEst.hpanhkeRtristikhvDIimij.itself.sins.WIkAnatAvOkDhpAstbadhlI.AndkhmpeRhntWiTDIpRezhnt.imhj.
45,.nwthbed.bY.
46,.hndroRdhneRIkhndiShnz.ReDhlzWhzSuRtibIilektid.bhtDhkhmitIpRhpOzdthsAkRhfyzHiminoRdrtUlykapkhns.
47,.DhnlivrIbikhmzhbnapkShsthnIlI.olHUaRIkWytUWeRit.
48,.DEsUmtibIWIrlost.bhtyAmnatSuR.
49,.DhpRUfWhzinTRIloNslips.yHAdleftDhmolthgeDr.
50,.ymhstnOhbwt?U.
51,.WInOtrHAdsomenIhvDhminHAndbifoR.
52,.yHAveRIf?UthlhvmInw.hndyTot.?UmytlhvmI.Az.yHAvbighnthlhv?U.
53,.Wy?UzsitiventsDhfrsliviNfrtUImet.AndnatWhzDisbigOt.RiplydDhkApthn.pAntiNHaRt.AzHIHeldfAsthWhnhnDIgOtsHoRnz.
54,.WhnpRhsIzWiTwthndrstAndiNit.EHidIhsmrmr.swndiN.OlmOst.yk?Umhn.Aksens.bhtmoRniRlIRizembliN.EHwl.DhninrRtik?hlitWrd.
55,.ifEHEpt.gREthstfrbIniNinth.o.toRnrz.
56,.DIzpRhvrdrzhvDhRycnhshvkRysRizistDhfaDrAAndDhshn.AndDhWrkshvDhmbOT.
57,.WudnatDhloftIhst.emhnhnsizhvDhsitI.AtlIstbIvizhbhl.
58,.AtDhshdhnSaRpstiNhvit.DhgREtbrdtrndHizHedAndnOtist.frDhfrstymDhfiShminstAndiNonDhbANk.
59,.DitWhlbIshnchsAthsfAkShn.
60,.hsOsIEtidWiTDhsimphlfoRmhvAprAthz.WrveRIhsincIn?hsdicElzhndRifynmhnstUsik?uReg?hleRedIhvaprEShn.fRIdhmfrminAk?rhsI.AndimUnhtIfrmshctAmpriNAzWudpRhmitfeftivkrhnt.oRdAnij.
61,.SIhtoRIiNklrjImhnzdatrWhzolWIzinOmynoRhtI.hvWhninaRHwshvylindisenthnRAtikhlizhm.
62,.DhnadhlhsniRlIpeRiSizinDIAntaRktikt.AndmImOsiNksintUEgROiNdhpReShn.
63,.mEnHODwtsfrHrkansthnsIWiDhlakInhsDhtmEdAlhgzhndrsmyl.IninWelhkyndhvRAfhdiksythntWhztiNglIfRUHim.
64,.Den.loRdtephnI.WhlWyhbwtakShn.
65,.dUnantshpOzHwevr.DhtmizizpYsrWhzeldrlIoRSRUiS.AndHrhpiRhns.SIWhzhgudlukiNWumhn.natmoRDhn.EtinTrdI.hfeRkhmplekShn.AndsAntIHIR.WelSEphn.lytfutid.
66,.yvstRoNhzsrRhnsDhtnOIbhlWhlHAbhnt?UhndmyhNkhlinDhcildRhn.frmenITiNyHAvdhn.
67,.WIHAvolWIzTot.DAtifWhzshmtymz.EkrEthsAkt.And.AtlIst.isimphlhnd?UsfhldId.WrDIhvDhsimphTetik.htenShnWic.dUtI.hkseptidhnfulfOld.meRhts.
68,.HIimpRestmIizbIiN.hprfhklIanhstmAn.
69,.AndbuTDIzHynifikhlshbjeks.DhsrwniNnAcrDhshfriN.istildignhfyhndb?Uthfhl.
70,.itizfRabhbhl.DhtDhmIlEShnhvDIEdIhsthgad.oRhvgad.thDhWrld.WhzDifRhntlIkhnsIvdbyHim.AtdifRhntymzhvHizlyf.
71,.SIHAzbindedDIztWentI?iRz.
72,.bhtWrgOiNjestDhsEm.
73,.shcstAnShlIDisWhzjEkhpz.hnvaRniSt.diskRipShnhvHizmAstrhndmistRhs.
74,.yAmgOiNthDhkoRtbol.AnsrdAndrz.
75,.DeRizmenIhWhnkhnsidrhblI.OldrDhnyAm.
76,.DeRfoR.yf?UmyselfkWytEbhl.AztpRezidhnhvDisRIphblik.tiRIsIv?UWiThkrthsIdUthDhsrvhntshvhfRenlIAly.
77,.ResthndbIstilhntilEWoRn?U.
78,.pokimlEtrinHizbhnIThs.
79,.DisizDIekslhnEShnhvDhSwlOlzWicHyfwndinDAtHaRt.hvDIhplyntik.OlSI.
80,.ynUnhTiNhvDhdaktRhnhfETbikhzRhRitotsOfhstRInstedhsrthntI.AndnObhtIhndrstudspiRchbOstiN.
81,.mInWyl.HIHAdkoRldhpanmIthmEkhRipoRthvDhTRIWaRsisth.nOniniNglhnAz.DhHatkinshn.bOTdaktrjanHakinshn.AndmistrethshnbIiNindipendhtinvenrzAtpRAkthklIDhsEmtym.
82,.yRhfrdhDhThmamhnr.itinhkEts.Dhfig?rizhblitrEtid.
83,.DiswTSIHAdnatTothvsiRIhslIAnd?et.nOiNhvitshlytfhlHasphtAlhntIAndmyldklymit.SIWhznathvrsticaRlsthnoRnUoRlhndz.
84,.DhlaRjletrkhntEnzsindId.intyrlIfIbhRnildRonfig?rz.DAtizmiRlIcaldhshndfEliNWrkhvinhfiRrHAnd.itiznatkeRhktristhkhvgafik.oRenIhDrskUl.
85,.ikstiNgWiStbRAnzWrlyiNrRwndhspriN.DIofhlzhvhdiRWrskAtrdhbwtDhplEs.hnDhtRIzboRevhdhntmaRkshvHAviNbinbRwzdbyDhHoRsiz.
86,.DisWhzAtDhmaRc.ilekShn.EtInfitIfyv.
87,.bhtIvinDI.hnshkseshldRamhcistHAzHizmOmhnts.
88,.bhthtrzshswTbRij.tUloRejI.ORejItWhtdid?UsE.
89,.ydOnoWIshksId.frshmtymzWenimtIciNaRsOiNyWudRADrbIRIniNrRytiN.bhtytRydtidinymyselfAndmyfaDrzApRhbEShn.AmplIRiWrdidmIfrDhpRhvEShn.
90,.dUnatDeRfoR.TiNkDhtDhgaTikskUlznIzIWhn.
91,.ygEvHimhlOthbRAndIinleftHimkhlApcthnDhceRbhlymEdhmOstkeRfhliksAmEShnhvDhRUm.
92,.kATlInWERDhtoRctUinpROezSIRIsytdshmb?UthfhlynzRithnfrshmshcprphsAzDAtWickodDhmthgeDrthnyt.
93,.nOsrHIizhnt.HIzgointURashtrtisImistrWest.DhfAktr.ghbwtDhWul.
94,.nOWhnWudistrbDeRlithlHws.IvinifenIWhnkEmsOfaRinthDhTikfoRhstWylDEWrgon.
95,.AsktpRanzI.WiTHrlithlfEsglOsthpalDIzOn.
96,.sedSI.pYntiNhDhplEtTiNz.sI.
97,.AbilIvinDhtREninhpIphlthDhHAskhpAsitI.DIiNgliSmhnHIRHaRdrlIsekhndidHim.
98,.DhlUtedhntghvrnr.lithlbinthb?Ubagz.AftrWrdhvrnr.WhzEpRhnenst.moRminHEtr.hnTRwtDhp?iIdhvDhtRhbhlz.HImAnifezHizsimphThtIWiThprshk?Irz.
99,.DyWEzgREtlItRyNIRUT.And.olDyRIlEShnz.
100,.DerfoRHrmytjistImkEdnO.htenShntUeniWun.AndnOWhnpEtenIhtenthntUHr.
101,.HIgEvhpHizphziShnhndSetDhfAnlIhpinDAtkUmhvhHAs.sOdnHIkudhntsthdiHizbuks.
102,.?UlIzhlIjhjWyWin?URIR.bikhztRhfiNkHAdbinshchskeR.HIkhntin?UdthfiksmI.
103,.WyRWItibIdhnytIchDrshsyhtI.
104,.AndDenDEbIkEmvekst.hndWhdhsnActoRprsfrmhs.
105,.bRydrDhn.rlIdonzmOstbRil?hndyaRblhnkliRbAnshvkhlrTRDisky.DAtsWrhl.AndsWIp.AndmIt.tibREkAndfOnlygREmbhtvilz.hpan.hbhbhlzdOn.
106,.itWhzsylhnthndglUmI.bIiNtenhntid.sOlIbyDhkAptiv.AndlytidbyDhdyiNembrzhvhfyrWicHAdbin?UzdfrDhprphshvkukrI.
107,.HiztOndRANklezhntlIhnWrhnthnzIRz.AndfoRTWiThgudfelOSipWhzHeRhlditbitWInDhm.
108,.plIstelIWhnTiNbaRtlI.AtblIst.telmIDht?UbilIvyTotyWhzmEkiN?UHApI.
109,.DenDEolmaRcswthlithlWEinthDhfildzAndfwndDhtDIaRmIhvtiNkIzHAdolRetIfoRm.AndWhzhbAnsiNstedlItWoRdim.
110,.HIRIcthphmhNDhbRAciz.AdbigAnthpikDhsWIt.insiphdfRUt.loNyHAvRIkhDrdbeRID.tiktWiTmEntpInk.lykWytkoRhl.DhtfolthDhgRwndhnHItid.olshmrTRU.
111,.HIkudRyvtinWhnstyl.bhtnat.inhnhDr.nDhgRIkliNgWizHAdnatez?etbiNfAShndbyenIphit.Wrfhlazhfr.thdiskRyb.fizikhlfhna!hnh.
112,.DistRAnzId.spRiN.AndlytiNhp.aRb?Uthfhl.hglAmrbIgyliNaRsenshnz.
113,.slOthWrldgRIdiNz.kWikWiTits.Olist.WinDIEnjhlspIk.
114,.itizshchnObhlAmbiShn.DAt.itizhpitIitHAz.?UZhlIshc.hSAlOfwnEShn.
115,.?esHeldynODAtHIsedsimplI.
116,.velitsdhstDhfRrhcrhnpikcrz.
117,.HwditHrmhDr.evrletHrbO.
118,.inHizRitrndthDhkAmp.Hizhk?UthmpRAkthstinthleks.WrintentlIendgEjdindivyziNmInzthkwntrAkthWacfhlnesinshspiShnanDhpaRthvHizenhmIz.DhtHIn?UWrinOdigRIhndfiRIrtUHizOn.
119,.bhn.hbzrv.mIkhnOnlIdUDishnWhnkhndiShn.DAtAvstRotiNosrtUkRIEt.inRIAlhtI.Dhb?UtIWic?UsIkinimAjhnEShn.
120,.mEkhkWEtnzWiTmist?IagO.sipthgeDr.
121,.sinsDhpiRIhthvaRtElDIAkthvspiRithvDhkhntRIHAzsrwndiditWiDhbelthvRichnTRyviNsethlmhnts.DOnhnbhtDhHhntroDhsAvijizevrnOnIvinwthpenhtREtitsWyldRIsesiz.
122,.sOhmkhs.?AdbetrtEkDhlId.WylyWhlputanDhskinhgenhndtRhstikhniNfrWanthvspId.
123,.WIHAvhkhmAndrHUzgEmfrenITiN.
124,.anDhmAstolRedIysIDhlytplE.hvhlAmhnsInteWhlzfyR.DIwtstRecsElkAciznathbReThvWin.AndHANzlykhSIhvhled.
125,.HildhWactimfrmDhkoRnr.tRembhliNAndskeRslIbRIDiN.daRkSAdOzgROiNhbwtHryz.it.
126,.tidUsOisthlUzgadolthgeDrbikhzgadbikhmzintarhbhl.WinWIsItimeZrinthkampRIHendHizimfhnitmAjhstI.
127,.bhtjYsHAdnatbinlishni.olAtWhnsSIputOnhkAndhonDhtEbhlhndfEstrkhmpAn?hn.
128,.DhRIlH?UmhndiviShnezDis.DhlUmhnhs.hndDhSEtI.
129,.bIitsedtiDIagrhvshmhvDIofhsrz.intRhstid.WiThteRhbhlphmiShn.DAtWenDElrditstRUsiknisikhns.DERizyneToRhtI.RADrDhnHAvpAnITiNthdU.WiTWhtDEdezhgmEtidEkOldblhdhdbutrI.
130,.HhsI.Wumhn.Andban.ty.
131,.evRIplAntinDhgRAsizsetfoRmhlI.gROsprfhklI.AndDEbIRIhlyzdkhmplItlI.
132,.DinlukiptUzkwntI.
133,.fyzhndkResWelzTeR.bigplAntEShnz.REdhditUHhndrdhndfRiptITwzhndalrz.
134,.pYzrznatAtOmisI.
135,.WicDwdhst.skAtr.on.evRIlithlblEdhvgRAsDhtspRiNz.RivyvzDhmiktkw.AntEmz.DhfyrbRIDiNstId.
136,.olWEziRithbhl.kOld.indifRhnt.HIHAdgRhnRAphdlImoRsOAzHIiRzWenton.
137,.O.Atrsomhj.OnlI?sIm.kyndhvstEAdhndskUltItRI.
138,.inDhmIntym.yHAdfomdhn?UydIhvHr.
139,.DhmathsfelOWudHAvlyktfEmpReshpanHimfrshmWrDIhtIvmhnt.itmytnIfoRhbuk.rfWrDhskhlfhlmAnijmhnthvshmgREthnUzpEpr.oRfrshmdeRiNAksphdiShn.lykDAthblithnhtstREn.WoRdaftrkEN.
140,.kathShsmI.hmyimped.
141,.hndDhmenhvizRElwnshtDhmenhvjUdh.hndsed.WIHAvtenpaRtsinDhkiN.hndWIHAvhlsOmhlRyt.indEviDin?I.Wyvin.dijIdIspyzhs.DAtwhdvys.SudnOtbIfrstHAd.inbRUNbAk.wrkiN.
142,.milhmEdr.RhflIWhntUWenIfifs.hvhnAnc.
143,.DIhtiltivkhnsempShn.Azhnevhdhnshv.WelT.iztibIklAstezhjrRIvithv.gROT.
144,.hgRAmhfOn.byDhHelphsUthbhlRekrdz.mytRilEthhsDIinshdhnshvitspAst.And.pIphlrnatsOdifRhnt.frmghfns.AzDElykthbilIf.
145,.bRhDrmhkaRdhl.fRhDrkIlf.
146,.bhtpaRhl.HUWhzhdontlhscyld.AftrfRwndiN.stAmpiNHrfut.hndSEkiNHaRlithlHAndWiThvryhtIhvTRethniNjhscrz.shdhnlImEdhRhSAtDhnathvHrenhmIz.hndputDhmolthflyt.
147,.DenHIviNhHevIsy.pRabhblIhmhNDhlAst.HIevrdRUinpyniNfoRhkhndiShnHIHAdsOloNhbAndhnd.HIAdid.itizWhtyWudWiSthpRAkthsmyself.ezWhnWiDwthkRoshblhd.DOitiznatolWIzIzItidIlWiDhnindIhn.ez?UWudWiThfelOkRischn.
148,.frDhfrstym.DhmEdsImdhlithlkhnf?Uzd.indrgEzWandrdfrmDhfEshvHrvizhtr.
149,.bhtDhbeRindstedhvhlbEiN.mEntEnhvDhsIthtHAdtEkhn.hndgRwld.
150,.mistElhdIdDAtnOmhchbwtgathnbht.itlIstWhnmoRimaRktsImkOldfoR.
151,.?UlhftiminhceR?UsE.WicceRbyDhWindODeR.
152,.SIWhzhlOnAtnyt.
153,.SIHAdfrHizOntwnRezidhnshvbigHwsfildWiTDhspYlzhvtRAvhl.AndDhtROfIzhvDhcREks.bhtitWhztUHizkhntRIHOm.AnOldfAmlIplEsinesiks.DhtHIWiStHrimIdIhtlIthpRhsId.
154,.tilWeRIsizhldiR.ithlhkhmRypRIIsUn.
155,.tiizfynfr?UtitokOldmAn.AnsrDhlInsOhnhpRenths.
156,.ygetWhthmynIzWenygOdwnthpikceRIz.
157,.EbWeRmItelhblIAndbhsydz.hndlykthsIWhtDislhvlIfRhncrlukslykWiTwtshcklati.dIzhv.desthlOvrit.dIiskImsIm.
158,.otsODeRWhzhstRipliNpEj.HUtrnditUhmEd.
159,.HIWhzlykhnthmyfaDrinhWE.And?etWhznatmyfaDr.
160,.Wht?UHAd.besdUmySyl.izthkIpid.AndpREtUit.DhtsinzitWhzhWiTnhs.tU?oRnUiN.itWhldEntUDendhkEt?hkos.bysRychsjejmhnt.
161,.inDOzveRItrmzyIvinHAdh.mR.
162,.HoRsens.EjhgRIhvWiDthmDhtkIpsWhnfrmveTiNanDhREsiz.
163,.dRANkhnhsAndDIhDrpeThlhjikhlkhnzhkWhnsizhvDhfRr?Uzhvstimhlhns.DEfhtendinDERtendtibikhm.hnrRifik.AzbIiNimak.AtDhsekhndRImUv.hvDhshpiRIhstEthshvDOzHUaREbhlthfod.DIindOchns.
164,.SIblhSthndsmyldhndfhmhldHizkaRdinrkhnf?UShnbifoRSIRAnhpsteRz.
165,.olDODhbRezrnWiTTiNrnathphlshlzWykmyself.?etDeRolhvWhnmyndWiTmI.TiNk.Ryt.intIcizydU.
166,.sedhnhvrvYsWicyvekiNnyzdefhlcrz.cAfr.
167,.WIkhnolbIsrvhntshvgyd.WetevraRlytezkAst.bhtHIgivizhstifRhntsoRtshvWrk.hkoRdiNezIpitsesfoRithndkhlzhstUit.
168,.kivnatsO.rnhsthmyndtiDIzmhmrIzcyld.
169,.DhRizmhsHalhtIzkEm.AndSIinAndRtrndthDhpaRsinij.AndthDAtHApIHOmsrkhl.inWic.hlOnDeRnEcrzikspendid.hmhNstolhDrpIphlDESRivhlDAtmoRlhs.
170,.DhbRwngRwndbinITHizlAftfrDhmOstaR.WhnthchvblAkezputfrDhHalO.tUdelhkhtlynzhvdaRkgREdifyndDIwthkrv.AndWhnlithlkWivriNthchvWyt.tRozI.inHrejhvDhmAndhbhl.
171,.yHAvgWItTiNztitel?Usin?U.sedYzthfyn?htUHrHhsbhn.DhkRImhndshbsthnz.hvWicizDis.DhsEntiNgrlbIfoR?U.iz?oRdotr.AndDhbYez?UlgRAndshn.
172,.?eskdedDIzfoRIiRz.hndhgudjapfrHrtU.
173,.foR.lykeznat.DEmhstHAvTotHimhpRins.WinDEso.HizfynkAp.
174,.tymROldon.DIwrhlHrdilivrIryd.itukklEz.hndDIakmOsIkRhsI.HOmhDrtEkiNhpanHrDIofhshvmidWyT.AzSIgEbrTtUHizshn.WhnhvDhmOstb?UthfhlevrsI.
175,.tyminoffHAdHItUfrRHizRiflekShnzfrdEzhndnytspAston.hnObhdEkEmhp.ytWenAtlAstshmbhtIdidkamitWhz.OnlIthputshmgREt.tRhNksinhkoRnr.wthvDhWE.
176,.fWIWmAntpRIkWhntsInytdIizhbwtevRITh.AndHizydIhhbwthmeRkhzWhzhtDESutbIenjhn?rdzhnrkAniks.
177,.jathmhnti?uRpOsts.Wrhpansentind?anhndIlrRytukDeRlIv.
178,.DhWumhnsImTotfhl.
179,.khmkhmymginiNRIlIterdhDRAbsens.
180,.fifDhpRashk?UShnWrdWiTdRon.AnDhkEsethldWiTDhviktimhvDhfoRccek.DenDIhNmAnWudbIhlwtisfRIdhm.
181,.DOzklwdsImezifDEWrgOinthkRhSDhsI.
182,.Dhletr.RAnhsfalOz.
183,.?UWrWrTI?UlItWilpRezhntlIWispRrgRaphn.DhWyntHAzWrkthmaRfhl.
184,.hlhvhnhklakHAtstRhk.itWhzhfyNklIrnyt.DeRWrDIOnlIprshzanDhROd.AndDEsantidlIZhlIilh.thvYdpEinDhpRyzhvfhtIg.frDhRekrEShn.pRhlydidfoRDhthlIdhnzhndDhvAlI.oRonDhbANkshDERivr.
185,.ifSIgudOnlEsIpRansIfrtjhstWhnmOmhnt.
186,.hlaRj.OphnfyrplEsWiTRhstIdogzinit.AndhbeRrboRdidfloR.AtDhfyRend.flIsizhvWulstAkthp.inDhmidhlhvDhfloR.simemptIkoRnbAgz.
187,.naTiNkhniksIdb?UtUR.aRthvdiNthdhkShn.inWiciz?UziNWrdzAftrHizhkhsthntmAnr.
188,.WelDAtmEbItRU.hgRIdmaRkhlat.bhtanDhkamtReRI.hsrvhnWiTtUmhcbREnzezSuRdtibikhm.inhpendhntindHyinlytI.AndfIlhbhvHrWrk.
189,.DAtWhzbhtRhsliN.hvtrpiNplAnsinDhdaRk.
190,.bhtySAltelOnlIWhnstoRI.
191,.?etHIRWI.WiDinhSoRtREnjhvDhskrUnz.hndnathsynhvhtRElHAvlhkRost.
192,.inDhlythvDhnIm.ysolyf.WedWiTblhdAndmyHAntU.WhzolsEdiskhlrd.
193,.WhtSIWathdfRrmhsWhznIDrhflwrznoRaRfRANks.bhtjhstaR?UT.
194,.SIHAzhshn.seft.inhdotr.HhNgr.
195,.bhtEmI.ityhndrstAnd.DinoRghdtymzrOvr.WIkhnevrdUnysTiNztigADrenImoR.
196,.dInOAlhgzAndr.mEnHolukWiTprklekshtIhphnthDhtaphvDhHAnshm.AndRhdzHizpENkcIkWitWhzblhpt.fhngr.d?UnOyshmynsTiNkhvtEkiNthkRitisizhmsiRIhsREmyself.
197,.dilivrdinhstRoNtOnhvizsent.hnwnstDhgRAthfhkEShnDhsAvijWudRrsIvinWinhsiNshchnikshbiShnhvWIknhshndhnenhmI.sOloNHEtid.hndsOmhcfiRd.
198,.DhsenthnshvsEntjEmz.WicsezDhtHIHUhvfenzhgenstWhnkhmAnmhntbikhmzgiltIhvol.HAdsImdthHimfrsthsWOlhndfREz.hntilHIHAdbighnthgROpinDhdaRknhshvHizOnstEt.
199,.cAptrseDhn.onDhREsizhvmAn.
200,.ysIDEWE.HelpluTiNmEkit.WIpiinhnpAAnsr.nhntidceRiStI.WiTmhDrz.smylz.
201,.itsbinonOnlItURIkshndyvbinHAfhdhzhntymzolRedI.
202,.AndSITRUHraRmzRwndHrkazhnznAk.AndgRIfrRIchlAtlAst.brstintitiRz.
203,.shmtymzydOntWantidUenITiNAtol.AndshmtymzyWanthpulDhfoRkoRnrzhvhdivydDhgeDr.HITRwtHizaRmhndbRotitbAkWiDhjrk.sO.pykhtEbhlklaf.
204,.DAshmWrzinmhgREShnHwevr.bIiNmElIfrmDhfRIstEz.gREtlIcEnjdDhRelhtivstRANkshvDhtUpoRtIz.
205,.inmhstbIizWydezDhnedhtrEnIhn.WoRDEitlAnik.AndWynyt.
206,.bhtydUnatTiNkshchnifrhnts.HizWrntid.
207,.DhskaltiS.jenrhlzhndkhmiShnzhfeksidgREtshpRyznlIhpiRhnshvDhkiN.hndDeDEpEtHim.OlI.ikstiRIrRispekt.d?UtiHizdignhtI.DEinsthntlIsit.hgaRdhpOnHimhndrkhlrthvprtekShn.hndmEHim.inRIAnhtI.hpRizhnr.
208,.DeRzhHevRIstoRmkhmiNon.ykRyd.pYniNtUWoRdzDhHryzhn.
209,.RytWiliNlIfrbitWInhsWIHAvWhnDhbAthl.AnsrbRabhn.
210,.RUTAsktDIintUzIis.ifDEWudbythlipindshchswndiNmhzhlIem.WiTitsgREtHolzAndekWiNRUmz.AndnOkhmfrtRhbhlplEsinitfrDIhkamhdEShnhv.enIbadI.
211,.htDIrTHAzhndwthdlIentrd.hpanhnUoRbhtbht.SIAznatinkriNenIpRabhbhlRiskhvbiNpRhsiphtEtidonthDhshn.
212,.DAtHelplhsWrmrROz.AndsAthpanDhWilIslIf.indDhbRytklwdsEOlda.dhfyndHizpoRtnrdDhvEl.
213,.DhgivWolzhkoRdiNtUWicimijizhvpAsthkrhtsezkhmintUaRmynz.bhtUnatdiskhs.wRbilIvfhtDIz.imijizRhfrthpAst.hkrhnshz.WicizWhtkansthtUz.nalijmemrI.
214,.RUTWhzglAdtiHIRDhtfilhpHAdmEdipuSinthDhWrl.AndSIWhzSuR.DhtHiztAlhnt.Andkrij.WudmEkhWEfrHem.
